11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	FAD5DF974A108D9F1B3DB1ADA094AD79 = "Doel: De kern doorbreken"
	C44D1B634ACC393D2D57F4AC35DDA48D = "Doel: Verover Hoxxes IV"
	BDC7A10243ED9634B7BC7BB450E2FFF4 = "Doelen bereikt! Goed gedaan!"
	A6E62ED64577EB716654529C8823EF14 = "Doelen voltooid! Lanceer controles zijn actief en wachten op jouw input. Laten we de missie afmaken."
	26C387934572003A33DEFFA3CEB06396 = "Obsidiaan Hamer"
	8A8E30614C81D7F2A68B1EAB0EAFADAB = "Belemmering? lijkt meer op een graniet smoothie zodra ik klaar ben."
	71C25AF04D9F78667804B094863EBDB1 = "Vreemdheid"
	0BB94C174083211F3FB1B1AC50E5BB07 = "Uit"
	A148F7064493E98BC4BA6DB91B424472 = "Uit"
	4860D28C4B26DDF0D4B33CABAD76BC6E = "Daar gaan we! "
	86ECB5B840C4F957AEDB7D9F243D47E2 = "Uit!"
	4A68B6014D09DF8B55C26A88E307047B = "Uit! "
	7DBC25B34E273641F8A093BD7CEF4ADD = "Uit... en DAN aan... ja, dat zou het moeten doen!"
	CF8F160C43A82DB71C73A8ACB1D6D20F = "Dit pak biedt meer pantser bij een aanzienlijk lager gewicht en behoudt de flexibiliteit, waardoor het in bijna alle opzichten superieur is aan zijn voorgangers. Plus, er is ons verteld dat het er geweldig uitziet."
	D3B98F3D47770A1E66A06BA8008FA1C4 = "Officiële Merch nu beschikbaar!
Klik hier om te bezoeken"
	15FB9644403E6D03ACF31F9C3E302D8A = "Oh, daar houd ik van!"
	24E5BD4547E139A2C953A5B517597E20 = "Oh Stront!"
	33D8AA494C197647EDD9EFA2BF6BC4CB = "Oh Stront!"
	3C89072E4E19E6FC693524B4966E028E = "Oh Stront!"
	280F9181454732F62FBD8284AF6BFCEE = "Oh, verdorie. Je kan beter snel een cool verhaal verzinnen."
	4FAEB4284F774DC333A2E4BEA3195F2A = "Oh kom op!!"
	87100DE54E42750E823C369E103A490C = "Oh man...dat ging snel naar de klote!"
	B22A098847B736E1A6C31195E4E3F12D = "Oh man... wat een verbetering!"
	DB2C6AF04D917F95899B71B5F09BFE33 = "Oh mijn baard! "
	B7D0EFCE4A03E8FC5FE8FF9C176FB158 = "Oh nee, dat laat het vocht binnen."
	44A4A2E44A91E860DB7023BF19850ED9 = "Oh dat is leuk!"
	54AFB6F54548F67F0FD7DD857DE6661F = "Oh dat is leuk!"
	D1DE49B8438A2B577827EF8F0EF2AAA6 = "Ach....het was tenminste leuk?"
	134D283042E0C88A4DBBF7A0809D6256 = "Oh ja!"
	35E3B2F044AA5109C619F295872F562E = "Oh ja!"
	76EC4FBD4CF43E9F6F16AF8336A9610A = "Oh ja!"
	590EEA7C4CF7155A576EDDB44FCB6B88 = "Oh yeah! Laten we dit doen!"
	9CD4E5A24E791DAD981DF9ABFEA7AA4B = "Oh ja, ik werk er aan!"
	084972DA4367BB3126F09EA16F626036 = "Oh yeah! Laten we dit doen!"
	FA9A78E24B216E79AC6C2AB13833D038 = "Oh ja, dat is het."
	F0A532634E709E6A8B2267BFB12F0A51 = "Oh yeah, dat is wat ik bedoel!"
	0569FB3A4F186389B039EEAAAE953CC1 = "Ohh kleine Dotty, kijk wat er is gebeurd met jou!"
	42FA9A114706890F4004FC87639D1286 = "Ohh, ik heb er nog eentje nodig...Ja echt!"
	24A0ECBC46C08A4A3B916AB7FA93F59A = "Oh, mijn hoofd draait!"
	F8C3466E41FA556CDE0C43906079E607 = "Oh, mijn hoofd draait!"
	A61AC8314BBBA7839E3CDB99A8D2AE45 = "Ohhh...mooie vorm!"
	5D95A42E4072EC11A927729CDA2A1EEB = "Hey! Bescherm de Dozer!"
	E2ADD0BA41AF70E27403BA904759EE34 = "Oi, ik zie een sappige mineraal hamsteraar! Pomp dat ding vol met lood!"
	2647E98B4452BE52FD6B03ADC6CFEB23 = "Oi, draag ondersteuning nodig!"
	F66CA8CF44C9637D1D225393FFAD8B35 = "Oi, pak die vaten, we kunnen daar de tritilyte mee breken!"
	73336CCB45817474CE77E184D53C8137 = "Hé, jongens, we moeten de tritilyte storting vernietigen!"
	DCF96BCA430815E9D366CCADAF42EC91 = "Oi, laat geen dwerg achter!"
	93A1C4CC49F1CB38FE97E5B48BA8915B = "Hey, laten we die crassus ontploffer doden en rijk worden!"
	ABC193BE416277335A18229FD42A4D34 = "Hey, een ronde Donkere Morkiet. Ik trakteer!"
	3D2B9D9244E2F291EDF7C2A80BF7415E = "Oi, een rondje Glyphid Slammers, alstublieft!"
	1F8D3B574F68EFC575C831854436CB59 = "Oi, er is een fossiel!"
	01008F0C4CF719716452D895679FC7BC = "Oi, we vergeten de Dozer!"
	DCE306694808269BB3CAFFA718660316 = "Oi, wie houdt de sentrygun bij?"
	C599B32F40D4810B374188A950F29E43 = "Olieschalie hier!"
	EE68E21C47CCF68D42F9BCBB6A21FCDA = "Olieschalie zal de Dozer draaiende houden!"
	4A53D5D943069F5D4A2CD9B114373195 = "Olieschalie!"
	461306404D063A6834BEA59C87B0B118 = "Ok knop"
	E81ED2784D8DEE122FB644992C7E6771 = "Okay, dit gebeurt niet!"
	AB7309534DA84479EB128ABA76C07E22 = "Oké, we hebben een verstopte pijpleiding! Repareer het om de extractie draaiende te houden!"
	899F1FE84F3969ADED4524A6A6039C2E = "Okay! Ik moet wat bruine aarde vinden en er doorheen graven! "
	2888AA3641B4D8ED77F729AE5D4A7D9A = "Oke! Wie heeft gisteren niet gedoucht?"
	9AF1A21A4899611B086281BABF11B43B = "Okay, dit gaat niet gebeuren!"
	0D2C3A6047E0E7B92B10E5954B78F6FE = "Oke, laat mij een geheimpje verklappen! Drillers eten niet echt stenen voor ontbijt! Ja ik weet het, gek hè?"
	477001E84F5736AC4418E7964EA129F8 = "Okay, team! Jullie hebben je opgegeven voor Escort missie. Ons doel is een Ommoran Heartstone en het is jullie taak om de Drilldozer te beschermen en onderhouden als het er heen gaat! Maak je klaar!"
	4FF5F70B41BBE9DBC9010B9A2B00E4DE = "Oké, dit gaat niet gebeuren!"
	7631792F4E56233E91D6F2A7D3DB1492 = "Oké, dit gaat niet gebeuren!"
	CF8C7C3940BD2EF6F679BB95C3908A3B = "Oké, dit gaat niet gebeuren!"
	27CCDF154AA66F06571924BE250D1548 = "Oké, we hebben een vastgelopen pijpleiding! Repareer het om de extractie draaiende te houden!"
	40B9B91F492C1B6EF9B9A7AEC410B8D8 = "Oké, we hebben een vastgelopen pijpleiding! Repareer het om de extractie draaiende te houden!"
	9737B0EF499E33B507A379BA536C343A = "Oké, we hebben een vastgelopen pijpleiding! Repareer het om de extractie draaiende te houden!"
	E8B832334C9C59E1B67E86B92B2B1314 = "Oude"
	75C310344D821A8A9900C7BC780CEE77 = "Oude versie"
	F9CC422A4537187DB0EE9B9AE5F692D6 = "Omelet"
	249A9D7C49B894C48DB5D885AE263713 = "Omen Modulaire Verdelger!"
	A769E6194EB1AC08CA6BE0A5795FB11D = "Ommoran extrusie"
	48186A864D629C62F12B2688BC51972D = "Ommoran Hartsteen"
	F34ADE064419BF71BF1C2B84E31B6E3B = "Ommoran Heartstone vergaard!"
	CCDB9CD44D02304C7F79C2BE4A94857D = "Ommoran Heartstone veilig gesteld! Druk op de knop van de M.U.L.E. en we zullen de transport capsule sturen!"
	8C1FD8EF498A9AC0842E25A2FF13C540 = "Ommoran hier!"
	F5C9841648E2B9E6C0153085F42B9C48 = "Op dreef!"
	580509A3471F0B3986AA0196B472BE33 = "Nu en dan splitst een Dreadnought zich in twee tijdens een metamorfose en tweelingen ontwikkelen zich zij aan zij in de cocon. Alle voorbeelden die zijn aangetroffen zijn onderbroken transformaties met onafgemaakt pantser dat niet compleet gehard is. Wat uit die cocon zou komen als het wel geheel kon ontwikkelen is nog onbekend en ondanks R&D's verzoek voor een gecontroleerde studie, wil het Management dat zo houden."
	F270F58143F76300F00EA0886EDF3489 = "Wees alert, mannen! Escort dienst is begonnen!"
	DE3AE28C45C9AE93F4EA7A8C6D148786 = "Plaatselijke raffinaderij"
	53F8B5544F0B7007146AD79387D70C5B = "Plaatselijk raffineren"
	E48B2257405FCC8733DA17B9FF90BF8F = "Plaatselijk raffineren voltooid"
	C03801984EB9B6D7D536F3BACDE81C4F = "Mainframe start op."
	CE9C0DAF4338CA95B773E18A107015E2 = "Zodra een Matrixkern is geactiveerd, moet deze worden gevuld. De Retrieval Drone heeft de Kern automatisch gevuld met een van de drie keuzes die je hebt gekregen."
	F2FFAD834ED51343247613925F69730F = "Als eenmaal alle Aquarqs verzameld zijn, druk dan op de knop om deze kostbare voorraad naar huis te sturen."
	2797D8574D15E3F913BCE1B70EE8FC3B = "Als alle doelen zijn gerepareerd, roep dan de M.U.L.E. terug naar de verlaten transport capsule."
	82989AEE441A07E005AE76836718A112 = "Ga, zodra beide generatoren onbruikbaar zijn gemaakt, terug naar de datakluis en saboteer de batterijen van het schild."
	8762E3E74B0D5CCF46FF81803FAAD508 = "Af en toe zijn er uitzonderlijke werknemers zoals jij die een waardevolle aanwinst zijn voor het bedrijf. We juichen jouw prestaties toe en willen onze dankbaarheid tonen.

Om deze redenen overwegen we jou voor promotie in aanmerking te brengen. Hoewel je nog wel een kleine serie aan risicovolle maar winstgevende missies moet voltooien om te kwalificeren. Deze missies zullen ook handig zijn voor het vergaren van genoeg middelen om enige openstaande rekeningen/boetes met DRG boekhouding te verwerken voordat een promotie kan worden vergeven.

- Vriendelijke groet, 
Het Management"
	986E87284F7DA45D79751A8DF8DFEE24 = "Af en toe blijken uitzonderlijke medewerkers zoals u een echte aanwinst voor het bedrijf te zijn. We juichen uw inspanningen toe en willen onze dank uitspreken.

Om die reden overwegen we u een promotie te geven. Om volledig te kwalificeren, moet je echter een korte reeks missies met een hoog risico/hoge uitbetaling voltooien. Deze missies zullen ook handig zijn om alle middelen te verzamelen die je nodig hebt om eventuele openstaande rekeningen en/of boetes te vereffenen met DRG Accounting voordat een promotie kan worden toegekend.

- Groeten,
Management"
	FAA3E04641AABD0D764B3C88DF1FB4E3 = "Soms zijn er werknemers zoals jijzelf die zich bewijzen als aanwinst voor het bedrijf. Wij juichen jouw prestaties toe en willen onze dank uitspreken.

Om die reden overwegen wij jou voor een promotie in aanmerking te brengen. Hoewel je nog een kleine serie aan risicovollen maar winstgevende missies moet voltooien om te kwalificeren. Deze missies zullen ook handig zijn voor het vergaren van genoeg middelen om enige openstaande rekeningen/boeten met de DRG boekhouding te verwerken voordat een promotie kan worden vergeven.

- Vriendelijke groet,
Het Management"
	FF24FD024955050809A7708370DB971A = "Soms zijn er werknemers zoals jijzelf die zich bewijzen als aanwinst voor het bedrijf. Wij juichen jouw prestaties toe en willen onze dank uitspreken.

Om die reden overwegen wij jou voor een promotie in aanmerking te brengen. Hoewel je nog een kleine serie aan risicovollen maar winstgevende missies moet voltooien om te kwalificeren. Deze missies zullen ook handig zijn voor het vergaren van genoeg middelen om enige openstaande rekeningen/boeten met de DRG boekhouding te verwerken voordat een promotie kan worden vergeven.

- Vriendelijke groet,
Het Management"
	865F5F7D4B360F5629EB719C90FBB5FF = "Als eenmaal het doel is bereikt, gebruik dan de knop op de M.U.L.E. om de transport capsule in te roepen."
	F39FC19C4DC25E55024CB89902A7D2DB = "Als eenmaal het doel is bereikt, gebruik dan de knop op de M.U.L.E. om de transport capsule in te roepen."
	571C62954D255A4570D2348C3F47056F = "Als eenmaal de vijanden zijn uitgeschakeld, gebruik dan de knop op de M.U.L.E. om de transport capsule te roepen."
	CE6FC0DC4807D1957DDACF82F69E5699 = "Eén Leaf Lover - en kan ik het verdund krijgen met wat water?"
	CF2E1308465E63601E2387A9CEF5C4D1 = "Eén scrip voor mij!"
	1E2DD4D9421C63D4ED57299AF1C1DC20 = "Eén sentry gun, klaar om gebouwd te worden!"
	43E8179A42B695A475F303AFB76A1BAC = "Eén sentry gun, klaar om gebouwd te worden!"
	921B2C454560060475424FB80C32B9CC = "Eén sentry gun, klaar om gebouwd te worden!"
	F3D2ADB44A8C8285BC12339103CA6740 = "Eén sentry gun, klaar om gebouwd te worden!"
	42DE261F42F15615EE38CF85913A80E3 = "Eén groot mechanisch oog ziet alles!"
	0080ECD34BE4ED8D5FD1B0A8E90DB5D1 = "Ergens in de toekomst koop ik mijn eigen Drilldozer!"
	53491C9940B5EE73BADBF8972B14DD0F = "Ergens in de toekomst koop ik mijn eigen Drilldozer!"
	1691C1544A6F5EB4E1F2289D76C9968A = "Eén neer!"
	8609CA944A8413052C562086E7C47786 = "Eén neer!"
	E51ADE8A4FDB509121F63B8F9A6A7FE2 = "Éen neer!"
	3A06DB8B48D2A29B620ABD91B0BA5DAB = "Eén neer, nog meer gaan volgen!"
	39DB91394D8AA4798DEBE3ACB62928A1 = "Een extra EHBO doos om een uitgeschakelde dwerg weer in actie te brengen."
	8F119F85466448EE6CF76493B3289680 = "Een extra EHBO doos om een uitgeschakelde dwerg weer in actie te brengen."
	533FECE7465F65CE7DB0DFA852428D9D = "Eén brandstofcel aangesloten!"
	596EAA4C460D284931B5D38D9EB7C4DC = "Eendagsvlieg"
	5766E28648217C189877DBA135932EF4 = "Een laatste hurrah en ik hang mijn pikhouweel voor altijd op! Of, tenminste, totdat ik een mooie grote grot voor mijzelf vind..."
	FE339F6341F03A13F040A4985F147F64 = "Één laatste missie, en dan richt ik mijn eigen brouwerij op...!"
	4BA454C2458C31CA89AFCB8BB8F6EEC4 = "Een obstakel minder om te elimineren!"
	7CD809AF412F29BAE86848AF5E38C543 = "Nog een explosief popcorn monster voor mijn riem!"
	96570AC5432878FA629835B2B9A38B56 = "Nog een missie en de opdracht is voltooid. Ga zo door."
	55F9A4114AE7FB01BCEAAD9117C86EBF = "Nog één missie en je hebt jezelf een nieuwe wapen licentie verdiend. Ga zo door."
	E06C2A3442E4C5C54237B5B173E6CED3 = "Een van onze populairste "voorzichtig behandelen" artikelen. Ontploft bij activering, en bedekt een groot gebied met laaiend vuur. Zou bijna gezellig zijn als de vlammen niet heet genoeg waren om staal te smelten."
	651510444B158556A7EEADA2525015E5 = "Hier is een van de generatoren!"
	5FF8D81747E9F0DDE613469664B89123 = "Een van de klassieke werkpaarden van de DRG. De dubbel verbonden boormachine maakt korte metten met zo'n beetje alles wat zich in het pad bevindt. Dat geld ook voor je teamgenoten."
	10F87A45444F419CB6F26985044B46E6 = "Een van de meer geavanceerde voorwerpen in het DRG arsenaal, deze autonome sentry guns zullen zeker helpen met ongediertebestrijding."
	933C4E6142C16DF8AE89AC8B9126DFC7 = "Een van de meer geavanceerde voorwerpen in het DRG arsenaal, deze autonome sentry guns zullen zeker helpen met ongediertebestrijding."
	4403327F43D9349F7E90E0B3F3B883F3 = "Een van de pijpleidingen lekt! Je moet het lek dichten!"
	CDB95018436F6890491F7B99A477EFB5 = "Een of meer vrienden zijn aan het spelen."
	3C62C4B44C8273E83EB1C7A6A6CCEBC5 = "Eén pijpleiding voltooid! Jaknikker is aangesloten op de raffinaderij!"
	E8EF881D4A31C3F3015EE2A9ACE45DC2 = "Eén platform! Klaar voor gebruik!"
	5355BE16481D9825ED2ED98013AF20A8 = "Een raket vastgemaakt!"
	C04EA2534CAE1DF07D108FA8E0C16E12 = "Een raket is klaar!"
	3847EB5049A8D14117C915B2035EFCBE = "Alleen Doretta kan door de schaal boren!"
	B4700D594FC99A77266D92AE13A0B3C0 = "Alleen pikhouwelen kunnen Eboniet insecten schade doen!"
	F9C5CAAB4CBD5A6FCA495DAEAF6AF96D = "Alleen gezien in de Boom der Leegte, de toepasselijk genoemde stekende liaan is erg agressief en moet voorzichtig benaderd worden. De herkomst van deze "lianen" is nog steeds onbekend net zoals hun aard. Is het een plant of dier, wij weten het niet."
	BA0956B24AC8C43DA308418FDDA0563E = "Enkel de gastheer kan een Diepe Duik starten"
	5299A9FF4459A860FC1B3E8466AD1116 = "Alleen door ouderdom komt grote wijsheid. En deze wijsheid vertelt mij dat mijn knieën pijn doen."
	B653187945B6BCD8E2F235925B9ABC35 = "Voorwaarts en opwaarts!"
	17A68BF64AC8F0A78217C9AAB4A5A592 = "Ooh Ja!"
	21F67ABA43AE47797EC70CB5BB1EAD3A = "Ooh Ja!"
	E0D9B09346566EFE7AEF86AF4C92F22A = "Ooh, hoe verfrissend!"
	527E2590485EE07160D6A2A244A9E43E = "Oooh lah dee dah, luister naar mij, maten, ik ben een verdomde elf!"
	BBE6280242BA0AE8CD69F6B427DC3200 = "Oooh! Een hamsteraar! Slacht het! Voordat het ontsnapt!"
	EEB02C2843D12CE457A6B89795705C59 = "Oooh, Gunk zaad, raak het!"
	DC06FFF54AD298034CE64EB66E0AA051 = "Oooh, dit is griezelig!"
	B51D074E437BBF77C3D2C6BE496580EB = "Oooh-wee, de insecten zullen dit niet leuk vinden!"
	0FA3AFBA4B6898ACE8C5F2BB96DE4F96 = "Ooooff! Bilgewater, dat doet pijn!"
	1FD7CE6C4859426805179EAB327E1B4A = "Oooooh Ik kan het bijna proeven...!"
	FD9E6FEE4F54335D56BC4992FE502ED1 = "Oooooh, daar is Gunk zaad!"
	DFB91557463665373A556599C3125140 = "Oooph, de geur! Het blijft hangen!"
	8A9CAEAF43A8AA5B13B4A592FD4A6758 = "Oop, ik gleed uit! "
	B843647C462B430F913F069F3E98131F = "Oeps! Engel neer!"
	969630274597FFB2FB6E25ADDC75B86A = "Oops, ik gleed uit!"
	6492F1E04D85BF277DB55C84F677D85F = "Opaal!"
	8E8C8DA14D3D2162A85247B46C7A2B72 = "Open kaart"
	CD69019B4ACD9FD56EA4F6BAE980C967 = "Open browser om lid te worden van onze Discord Server"
	9DBD56BB4D585EF1C55B3EA399ABE8BB = "Open de <bold>Terreinscanner</>"
	C553D958484063A3B885E0BE83025480 = "Veiligheidskleppen aan het openen..."
	4D3C4FC141AC66F9D631BE95A363143F = "Onderdrukker"
	03FEEEF8408AF2D3D0862292305D5F60 = "Onderdrukker neer! "
	F4733B1049AFE50051FE678E1F2F3700 = "Onderdrukker hier! Langzaam maar sterk, net als mijn moeder!"
	669948804005EBA7F8C7A898EBFEF7E1 = "Oppressor verplaatst zich!"
	1C79C0044CA22A07CE0061AAE33DB491 = "Optienaam"
	25FDE2DC47E6E00CD26E3C958625B882 = "Optienaam"
	960E1C1744D21EAA23992B862CC21563 = "Opties"
	3B1E5B8E4543BEFBD861518D5A1A25EA = "Orbitaal Relais"
	125552CC45DE8C1AEF8E5C97D1AD1D0D = "Orbitale Precisie Drop"
	0C88F0D9439A9A86EC8A7D8A4CA880D4 = "Orbitale Relay"
	70017F3D4A98135051919DBDEB74E414 = "Orbitale invoegvolgorde geïnitieerd. Stap in de transport capsule."
	1317BCB64FF602C68E915F85D19DEF17 = "Schuwe Orchidee"
	3752454A49008F9FA76DC3AF67725299 = "Schuwe Orchidee!"
	4C00DDD243A216F0336201B7EB60440A = "Beveel Bosco om mineralen te verzamelen en specifieke vijanden aan te vallen door de laseraanwijzer te gebruiken!"
	74AB3F064BD26D432194FB8AC54B2B7D = "Ik bestel een jaknikker!"
	A81F8BE841BC81C8747E04A7E6FF91B7 = "Bestel een Hacking Pod!"
	F9679D514162A27F4AE078A5A7002540 = "Bestel een Hacking Pod!"
	BCF3BEB34D63AE4315D8BAA3AF3F6317 = "Beleving van het management: Stop met dansen en ga aan het werk!"
	55372B224AFBE73F4A6F798CF1108DDE = "Organisch Materiaal"
	F63322B34353B1D0A2F1CDB616C277A4 = "Organisch Materiaal"
	FAF70CAA4216EC3197B30DB8436E2FF7 = "Organisch Materiaal"
	0FFD36D740519DEB53A524806E588CCF = "Oriprikoos"
	15A4933447318B656308859834A16A6A = "Oriprikoos"
	826190DB40C1A572D7F95F92722C3D3F = "Andere Controller Instellingen"
	B4F8C7BE446648F6B0D6679954E4A753 = "Auw! Auw!"
	3F74F79440BF376C9471EEBC88675AF5 = "Auw! Kijk uit"
	F13BF57D40E21A6AB33743867D2FAF0B = "Auw! Kijk uit!"
	FE8D298B425AC9CFFD02ADA7FB7489FB = "Onze oprechte dankbaarheid en waardering. <3"
	375687B34635F0F9EA9D61A3735D12F1 = "Onze machines worden vernietigd door insecten! Schakel ze onmiddellijk uit!"
	72D368C0495F4D0DC1854F9FB97E9981 = "Onze machines worden vernield door de insecten! Schakel ze onmiddelijk uit!"
	814D68294D66ABE791A42F85C7A82AC5 = "Ons doel is vloeibare morkiet en we zenden een raffinaarderij naar je toe om te vullen. Zet hem op en pomp die afzettingen leeg! Aan het werk, ruignekken!"
	6D4ADC7E46B2B3F042B165B4C8F39259 = "Onze scanners hebben een ENORME storting van aquarq gevonden. We sturen je er naar toe same met een zwaar bewapened lifter om zo veel mogelijk te verzamelen. We zien extreme biotekens in de omgeving, hou het dus strak! Aquarqs kunnen uit de muur gehaald worden. Zoek voor blauw schitterend licht. Doe het team."
	5F106BFC4EF7D23F88DC409627BB610A = "Onze enige echte lift naar hel!"
	2D1F2C3647ECEFDD247A8CADFE5E5EDF = "Geen munitie meer"
	3C3DBC024C6A8754E00885B0812366C5 = "Buiten bereik"
	012F528546ADA04D3FB5E4AB92C191A3 = "Geen munitie meer!"
	5DC1A62D43E2DBEC920FE5962D2D2AB1 = "Geen munitie meer!"
	A68BC3E84483EF51FEC80792B400AF5E = "Geen munitie meer!"
	4049FA8640AEFA45B4CCEA928CD0F336 = "Door mijn boor brandstof heen!"
	9A5CDB1043F05B23B76771BFA68832F5 = "Ik heb geen explosieven meer!"
	6CD7434A4212050E211F9F94DE08DE9A = "Ik heb geen gloeistaven meer!"
	F67361C745866645D3851EA77DF91CA1 = "Geen brandstof meer voor de boren!"
	0DE721AC4BAA767DCC9FCD86AFE4EE07 = "Benzine is op!"
	D9D7A32142300BABCAC32582CA34C2FF = "Benzine is op!"
	D8FC624A4001CA4C49BC618B05365B07 = "Geen granaten meer!"
	057BE77043458824BF448E8B951E9C8C = "Uit de weg!"
	2B9E600044140D297DA4EC8345723D70 = "Geen tijd meer! Verdomme!"
	3711991F4A17A05C18A33DA13DC87A88 = "Achterland"
	E773D9ED48B9223409632781DF36899C = "Buitenste korst is doorbroken! Blijf de Drilldozer beschermen!"
	14A61DA14819A4FAE673CBB48FB6A60A = "Buitenpost"
	9AC57E694EE3B543C1C87A9E019EE5F2 = "Buitenpost"
	8FDD042042C3FBF03A1CD6A5D9858E74 = "Schandelijke"
	A42501264DF7FD9F80D70F9DDD4FFD78 = "Hier bij de marker!"
	92756188466FB245DB8FFFB9A7158F92 = "Hier heen!"
	AD5E854B489923D1E8198094D115EF4B = "Hierheen. Deze mini M.U.L.E.heeft een reparatie nodig!"
	B87111104BA33C9090D56B947D41CD8D = "Gewone kwaliteit"
	84053AAB4B7C37CC5D46059F54202547 = "Overlaad capsule"
	389424B544EE3DC0F41672BDDB8E31D5 = "Hier is een Overladen Sproeier!"
	9C060B6448CD7B7345C880A2B4D58D4B = "Opgevoerde motor"
	82C1EB914ACD689568E3048E02A6170C = "Overladen Plasma Accelerator"
	E2BF72E3420A68890656AF912032BA41 = "Overladen Plasma Accelerator"
	41D0760646E8C1303547DFBAD06A1A8B = "Overklokte kogels"
	6B3BF8B148D57215523F0A97F3F3BDFC = "Overklokte kogels"
	1FF6C8DA495918762EE0E3ADE3B22C14 = "Overladen schildgenerator"
	B6743341488A1351F4AE828B8FAE1ACA = "Overladen schildgenerator"
	ECF7C0EB41695FF811FEB6B44B625B50 = "Overladen schildgenerator"
	F95022EE48E06ADA01B576BBC5E0826B = "Overladen schildgenerator"
	053267634C8873B99D309BB01BEE1E51 = "Overklokte Motor"
	7C1672724B8FF9F93266DEB11051C0E5 = "Overlader"
	DBC7C0DE4F1E4E039864F98B8820F0A5 = "Overlader is aangesloten! bescherm hem terwijl hij oplaadt om de schildgenerator te overbelasten!"
	26F7E5BC4C0FD1CA8FE206BBEFC1E6D8 = "Overgeklokte uitwerpturbine"
	803A88C9486644ACBA542CB7FD4D5F4E = "Overklokt vuurmechanisme"
	2124C03B432A4AEB19E9CE8966CE8577 = "Overklokken"
	D92AA94B470C861A452A2D920A0035B3 = "Overklokken"
	DA8947674822DDDF31C86E9B5751F7A3 = "Overklokken kunnen worden verkregen via de SMEDERIJ TERMINAL  "
	0EBEB7B4436AECD3CF1DAABECDE3A22A = "Afdak"
	AF3279314E1779BCEB043D85EFE11BD9 = "Oververhit"
	2EAE2D5F41DAE24EE9766E8C2BBCB384 = "Oververhittingstijd"
	24F85ADE4CC184596E68DFAE75075CD2 = "Uitkijkpost"
	A11DD0964C67D69D05F1138DECB7C934 = "Protocol overschrijden"
	FA4E07804279B4B3DEE9DB8589863A36 = "Overgrote laadstrips"
	05652CCF40E4CBF1BB43E4948ED56868 = "Overgroot magazijn"
	AA0D98A64640C5553FC5D88CD16980F1 = "Extra groot magazijn"
	DF2CC684499B4A7E715E11B39B243016 = "Extra grote kleppen"
	51103C5E498EC1B4E349FCBD1EB3C155 = "Overvol magazijn"
	03FB810E415F3D16E21BAAB92DA3D913 = "Overzicht"
	507C950C4D978998BFA816A9A3FB9A51 = "Overzicht"
	39372B544339618DCC3FD89FF759E7A2 = "Save Game overschrijven"
	6C69138C45730D78DA5A498632991650 = "In bezit"
	E838BD654C868287C12A8B9D4D7F3F14 = "Bezit"
	2F56D18E4A2834B531934E87753A4735 = "Oww... We werden flink ingemaakt!"
	0799F39E4BCAF5FBBF61D188026CEDAB = "Auwww! Dat deed pijn!"
	9EC0FE4246353148B7F5F6A225ACF936 = "Auwww! Dat deed pijn!"
	1F96254249D0610E653D639E266A4979 = "Owww....yeahh!"
	31D27D4840864D26823DBA8E386D88CB = "Ohhh... mijn verdomde hoofd..."
	9B869A8242FB3926E2720992698F38F8 = "Owww...mijn verdomde hoofd..."
	B4F7ECDC4ABF7ED8102555BBD92F8686 = "Owww... wat een verassing!"
	53C9FEA8406DDE7387E9D5A86439669B = "Oy... Dat is leuk!"
	BA7D630144B2C42CE3450E9803D0EDF4 = "P - Spawn karakter"
	C688265942837DDEF12E26A907E40442 = "FEEST DWERG"
	E43247564ACF43EFB9AFF4980B8DD23A = "UITBETALING:"
	D6BBA3F4492A960D776A17831C549A7F = "INSTALLATIE IN AFWACHTING"
	87F2A1E74D882EF6A6986D905F8CAF9A = "IN AFWACHTING VAN DE-INSTALLATIE"
	76504ECD4974DEE4B4F3DC8C683281FE = "PERFORMANCE PASS
- Maak vorderingen door PERFORMANCE PUNTEN (PP) te verzamelen
- Telkens als je XP verdient, krijgt je een klein aantal PP

GEGEVENSCELLEN
- GEGEVENSGEGEVENS worden verzameld door rivaliserende Verkenningdrones te verslaan of door Prospector Data Stortingen te hacken
- Deze gebeurtenissen komen willekeurig voor in standaard missies
- Het verzamelen van DATACELLEN levert je een extra 1250 PP op
- Als een SEIZOEN EVENEMENT BONUS krijg je een extra SCRIP als je de eerste 10 DATACELLEN verzamelt
- Om deze beloningen te krijgen moet je tijdens het evenement in het team zitten

SEIZOEN UITDAGINGEN
- Als je de SEIZOEN UITDAGINGEN voltooit, krijg je ook PP
- SEIZOEN UITDAGINGEN kunnen één keer per dag willekeurig omgewisseld worden
- Je kunt meerdere uitdagingen tegelijkertijd aangaan
- DIEPE DUIKEN boeken geen vooruitgang voor SEIZOEN UITDAGINGEN

SCRIPS
- SCRIPS zijn DRG's nieuwe bedrijfskrediet
- Je kunt SCRIPS uitgeven in de COSMETISCHE TAK
- SCRIPS worden gereset aan het einde van het seizoen, dus geef ze uit als je ze verdient"
	06696F9D4443DD26F30DEFB645D4EEF0 = "Vaardigheden"
	5B80BEB04A9069960C2016A2F65431DA = "VAARDIGHEDEN"
	63D0361D4B68CE07E9D1D2BF398E5F16 = "VAARDIGHEDEN"
